Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
160211-90004/2024;28;600700 - Fita Sinalização;Fita Sinalização Material: Polipropileno , Comprimento: 200 M, Largura: 7 CM, Cor: Preta E Amarela , Aplicação: Demarcação E Isolamento , Características Adicionais: Sem Adesivos;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;10;26.348.306/0001-27 - T&T INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA;7.0;10;FITA ZEBRADA PT/AM 2;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 200,00 M
160211-90004/2024;33;432400 - Quadro branco;Quadro Branco Material: Laminado Melamínico Brilhante , Acabamento Superficial Moldura: Anodizado , Largura: 1,20 M, Comprimento: 2 M, Características Adicionais: Suporte Para Apagador E Pincéis , Tipo Fixação: Parede , Material Moldura: Alumínio;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;26.854.929/0001-71 - DIDAQUE EMPREENDIMENTOS LTDA;274.0;1;STALO;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;34;384631 - Tesoura;Tesoura Material: Aço Inoxidável , Material Cabo: Polipropileno , Comprimento: 17 CM, Características Adicionais: Cabo Anatômico Preto,Ponta Fina;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;5;38.733.047/0001-37 - 38.733.047 IGOR LIMA DE SOUZA;4.48;5;Tesoura Go Office 17;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;36;215167 - Facão;Facão Material Lâmina: Aço , Material Cabo: Polipropileno , Comprimento: 18 POL, Tipo: Para Cacau;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;20;14.968.227/0001-30 - FERGAVI COMERCIAL LTDA;16.08;20;VONDER;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;37;338466 - Corda;"Corda Material: Poliamida , Tipo: Trançado (Tipo ""A"") , Diâmetro: 11 MM, Aplicação: Múltiplo Uso , Características Adicionais: Semi-Estático";;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;40.539.740/0001-15 - ALXTEK SUPRIMENTOS DE INFORMATICA LTDA;574.05;1;CORDA;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 100,00 M
160211-90004/2024;40;480060 - Acessório equipamento segurança;Acessório Equipamento Segurança Tipo: Freio Oito , Material: Aço Inox , Aplicação: Equipamento Para Rapel , Características Adicionais: Carga 100 Kn;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;42.542.512/0001-20 - T2R COMERCIO DE ARTIGOS ESPORTIVOS E SERVICOS LTDA;79.9;2;100kn inox;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;41;346071 - Mosquetão;"Mosquetão Material: Alumínio , Aplicação: Operações De Resgate , Características Adicionais: Modelo ""D"" Com Rosca , Resistência: 30 K";;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;31.461.288/0001-25 - MAGAZINE TUFICK LTDA;79.0;2;30KN;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;42;283654 - Assento tático;Assento Tático Tipo: Cadeirinha , Material: Fita De Poliéster C/ Forração Acolchoada , Resistência: 22 KN, Cor: Preta , Aplicação: Salvamento Descida Rappel , Características Adicionais: Regulagem Na Cintura E Pernas Por Fivelas Metálica;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;30.775.478/0001-54 - AKILA PRIME COMERCIO E SERVICOS LTDA;138.0;2;TATICO;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;44;246959 - Foice;Foice Material: Aço , Tratamento Superficial: Pintura Envernizada , Tipo: Aberta , Comprimento Lâmina: 40 CM, Peso: 900 G, Comprimento Cabo: 1,10 M, Material Cabo: Madeira;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;08.658.622/0001-13 - J. J. VITALLI;29.45;2;Tramontina;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;48;481140 - Corda;"Corda Material: 100% Polipropileno , Tipo: Trançado (Tipo ""A"") , Diâmetro: 4 M";;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;100;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;0.71;100;CORDA 4MM;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Metro
160211-90004/2024;49;473243 - Lâmpada led;Lâmpada Led Modelo: Led , Tensão Nominal: Bivolt , Potência Nominal: 10 W, Tipo Base: E-27 , Cor: Branca , Tipo Bulbo: A60 Global , Temperatura De Cor: 6000 A 6500 K, Frequência Nominal: 60 H;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;10;44.780.295/0001-31 - NB COMERCIO E LICITACOES LTDA;2.28;10;LED;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;53;603277 - Lona;Lona Material: Lona , Aplicação: Banner , Largura: 1.60 M, Tipo: Placa De Identificação , Características Adicionais: Fosca Com Impressão Digital , Ilhoes A Cada 20 Cm , Comprimento: 1.60;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;6;41.180.809/0001-20 - GLOBAL INDUSTRIAS, DISTRIBUICAO E EXPORTACAO E IMPORTACAO LTDA;45.0;6;LONA;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Metro Quadrado
160211-90004/2024;55;602796 - Equipamento / Acessórios Desporto;Equipamento / Acessórios Desporto Tipo: Prisma , Material: Nylon , Dimensões: 30 X 30 CM, Características Adicionais: Nas Cores Branco E Laranja , Uso: Orientação Desportiva;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;15;43.424.481/0001-75 - SENDAS EQUIPAMENTOS ESPORTIVOS LTDA;14.0;15;30 x 30 cm - Branco;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;56;612105 - Acessório Equipamento Segurança;Acessório Equipamento Segurança Tipo: Kit Para Camuflagem , Aplicação: Atividade Militar , Componentes: 5 Potes, 2 Verdes, 2 Pretos, 1 Marrom , Outros Componentes: (1), Tinta Orgânica A Base De Vaselina;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;30;41.053.476/0001-78 - CENTAURO ARTIGOS MILITARES LTDA;6.5;30;kit camuflagem;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;77;445114 - Alvo de tiro;Alvo De Tiro Material: Papel Cartão , Tipo: Quadrado , Tamanho: 20 X 20 CM, Características Adicionais: Silhueta Preta;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;150;01.089.802/0001-82 - L C L COMERCIO DE ALVOS LTDA.;0.8;150;ALVO A5, SILHUETA PR;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;78;469173 - Tnt;Tnt Gramatura: 40 G/M2, Cor: Variada , Largura: 1,40;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;15.272.796/0001-09 - NEW HOME COMERCIO DE MOVEIS LTDA;59.99;1;MAKE+ LISO;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 50,00 M
160211-90004/2024;82;603839 - Luva de proteção;Luva De Proteção Material: Couro Sintético , Aplicação: Uso Geral , Tamanho: Variados , Cor: Multicam , Características Adicionais: Laços De Transporte De Nylon, Lavável , Tipo: Sensível Ao Toque , Finalidade: Tática , Tipo Uso: Reutilizável;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;20;08.658.622/0001-13 - J. J. VITALLI;2.85;20;Volk;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Par
160211-90004/2024;83;257074 - Protetor auricular;Protetor Auricular Material: Poliuretano , Tamanho: Único , Características Adicionais: Tipo Plug;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;100;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;0.83;100;CA 10551;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;84;377815 - Cone sinalização;Cone Sinalização Material: Pvc , Altura: 75 CM, Largura Base: 40 CM, Cor: Branca/Laranja;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;5;26.950.671/0001-07 - LICERI COMERCIO DE PRODUTOS EM GERAL LTDA;23.34;5;700.00503;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160211-90004/2024;85;611703 - Pedestal Banner;Pedestal Banner Material Estrutura: Alumínio Anodizado , Acabamento Superficial: Fosco , Altura Máxima: 2,55 M, Características Adicionais: Tripé Com Base Articulada E Regulagem De Altura , Largura: 1;;;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;4;42.785.776/0001-04 - ALLYSON PADILHA;90.0;4;Portabanner tripé;Pregão Eletrônico;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade
160224-90005/2024;1;248360 - Rolamento de esfera;Rolamento De Esfera Tipo Uso: Motores Elétricos Weg, Brasil E Similares , Referência Fabricante: 6208 Zz , Características Adicionais: Metálico E Blindado;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;63.36;3;NKS;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;2;285938 - Rolamento de esfera;Rolamento De Esfera Tipo Uso: Motores Elétricos , Referência Fabricante: 6310-Zz , Características Adicionais: Metálico E Blindado;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;163.29;3;NKS;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;3;466381 - Mangueira radiador veículo automotivo;Mangueira Radiador Veículo Automotivo Referência: 2321-000-285    , Aplicação: Veículo Blindado Urutu / Cascavel , Material: Borracha;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;;;5;;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;4;466381 - Mangueira radiador veículo automotivo;Mangueira Radiador Veículo Automotivo Referência: 2321-000-285    , Aplicação: Veículo Blindado Urutu / Cascavel , Material: Borracha;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;;;5;;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;5;466381 - Mangueira radiador veículo automotivo;Mangueira Radiador Veículo Automotivo Referência: 2321-000-285    , Aplicação: Veículo Blindado Urutu / Cascavel , Material: Borracha;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;;;5;;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;6;461569 - Óleo Lubrificante;Óleo Lubrificante Uso: Automotivo , Tipo: Mineral , Classificação: Api Sl/Cf , Viscosidade: Sae 15w-40;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;46.310.289/0001-46 - LUBE PACK COMERCIAL LTDA;362.41;10;LUBRAX *;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Galão 20,00 L
160224-90005/2024;7;262552 - Fluído Para Aplicação Específica;Fluído Para Aplicação Específica Aplicação: Direçao Hidráulica Para Veículo Aotomotivo , Característica Adicionais: Transmissão Automática E Conversores De Torque;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;10;37.005.258/0001-90 - PETRO TRUCK DISTRIBUIDORA DE LUBRIFICANTES LTDA;342.95;10;TAC3 10W BD20L;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Embalagem 20,00 L
160224-90005/2024;8;617033 - Óleo Lubrificante;Óleo Lubrificante Uso: Sistema Hidraulico , Tipo: Iso 46 , Classificação: Multiuso , Viscosidade: Astm D-2270: 140;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;12;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;4440.0;12;PETRONAS;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Tambor 200,00 L
160224-90005/2024;9;612920 - Filtro Óleo Lubrificante;Filtro Óleo Lubrificante Uso: Motor A Diesel , Aplicação Iii: Motor Detroit Diesel 6v 5063-539a , Referência Fabril I: Nsn 2940-00-789-4873;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;160.66;3;TECFIL;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;10;476667 - Filtro Combustível;Tipo Combustível: Óleo Diesel, Características Adicionais: Primário, Referência Fabricante: Nsn 2940-00-745-7730, Aplicação 1: Viatura Blindada Especial Posto De Comando M577 A2,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;128.94;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;11;606096 - Filtro Combustível;Filtro Combustível Tipo Combustível: Óleo Diesel , Características Adicionais: Secundário , Referência Fabricante: Detroit Diesel 23518482 , Aplicação 1: Veiculo Blindado 113br;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;133.95;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;12;466434 - Motor de partida - veículo automotivo;Motor De Partida - Veículo Automotivo Referência: 2681-302-371 , Aplicação: Veículo Blindado Urutu / Cascavel;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;6880.5;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;13;618733 - Cabo Veículo Automotivo;Uso: Tacômetro, Aplicação: Viatura Blindada M578, Referência: Nsn 6680-00-737-2728, Características Adicionais: Comprimento Total: 86,078 In (Mín) 86,391 In (Máx),;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;3069.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;14;618731 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo 4: Eixo, Uso 3: Cabo Do Tacômetro, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn 6680-00-695-7189,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1524.6;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;15;618729 - Cabo Veículo Automotivo;Uso: Tacômetro E Do Velocímetro, Aplicação: Viatura Blindada M578, Referência: Nsn 6680-00-850-9334, Características Adicionais: Comprimento Total: 41,078 In (Mín)/ 41,3906 (Máx),;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;2712.6;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;16;618728 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo 4: Eixo, Uso 3: Cabo Do Tacômetro E Do Velocímetro, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn 6680-00-912-5636,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1584.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;17;618373 - Cabo veículo automotivo;Uso: Velocímetro, Aplicação: Motor Da Vbe Soc M578, Referência: Pn Ms51071-5, Comprimento: 63,594 M, Características Adicionais: Comprimento Interno: 63,594 (In)/ 63,718 (Máx).,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;3900.6;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;18;465958 - Cabo veículo automotivo;Cabo Veículo Automotivo Uso: Velocímetro , Aplicação: Veículo Blindado Urutu / Cascavel , Referência: 2190-600-125 ;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;3267.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;19;465958 - Cabo veículo automotivo;Cabo Veículo Automotivo Uso: Velocímetro , Aplicação: Veículo Blindado Urutu / Cascavel , Referência: 2190-600-125 ;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;801.9;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;20;618727 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo 8: Conector, Uso 3: Cabo Do Velocímetro, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn 6680-00-869-0435,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;6245.38;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;21;465958 - Cabo veículo automotivo;Cabo Veículo Automotivo Uso: Velocímetro , Aplicação: Veículo Blindado Urutu / Cascavel , Referência: 2190-600-125 ;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1717.65;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;22;618792 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo 3: Tacometro, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn 6680-00-825-2076,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;2970.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;23;474240 - Peça Mecânica/Elétrica - Veículo Automotivo;Peça Mecânica/Elétrica - Veículo Automotivo Tipo 4: Velocímetro , Uso: Painel , Aplicação: Viatura Vbcoap M109 A5 , Referência 9: Nsn: 6680-00-933-3599, Pn Ms39021-2;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1861.2;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;24;618793 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo.6: Adaptador De Ligação, Uso 3: Cabo Do Tacômetro, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn 6680-00-573-5240,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;3960.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
